id,text,child_safe,adult_safe
90,"ኢትዮጵያ ሶማሊያ ባለስልጣናት ከጸባጫሪ ንግግሮች እንዲቆጠቡ እያሳሳበች ባለችበት ወቅስ የሶማሊያው ፕሬዝዳንት ሀሰን ሼክ መሀሙድ ኢትዮጵያ “የሶማሊያን ግዛቶች መያዟን እንደቀጠለች” በመግለጽ ይህ አካሄድ በሚቀጥሉት ወራት “ህጋዊ እና ከህጋዊ ውጪ” የሆኑ መንገዶችን በመጠቀም ይቆማል ሲሉ አስጠንቅቀዋል።
“ኢትዮጵያ የሶማሊያን ግዛቶች እንደያዘች” የገለጹት ፕሬዝዳንቱ፤ “ይህም መፍትሄ ያልተገኘለት ጉዳይ ሆኖ ሳለ አሁን ደግሞ የበለጠ ግዛቶችን ለመያዝ ህልም አላት” ሲሉ ከሰዋል።
አክለውም ሶማሊያ ኢትዮጵያን በኃይል ወደ ባህር እንድትደርስ እንደማትፈቅድ መናገራቸውን የፑትላንዱ ጋሮዌ  ኦንላይን ሚዲያ ዘግቧል።",1,1
91,"ፍትሀዊ ነው ፍርዱ? በምዕራብ ጎጃም ዞን በይልማና ዴንሳ ወረዳ ፖሊስ ጽ/ ቤት ከእስረኞች ማደሪያ ግቢ ውስጥ ተረኛ ጥበቃ የሆነው ፖሊስ ኮንስታብል እረታ እሸቱ በእስር የነበረችን የ22 ዓመቷን ግለሰብ አዲሴ እሸቴን ሚያዚያ
13/08/2010 ዓ/ም ከእስር ቤቱ አውጥቶ በመሳሪያ በማስፈራራት፣ በመደብደብ ከጥበቃዎች ማደሪያ ክፍል ውስጥ በማስገባት አስገድዶ የደፈረ ሲሆን በአቃቢ
ህግ ተከሶ ፍርድ ቤቱ ሚያዚያ 19/08/2010 ዓ/ም በዋለው ችሎት 2 ዓመት ከ3 ወር #ቀላል እስራት ተፈረደበት፡፡",0,1
92,"I remember the fear before they came. Every sound of boots, every knock at the door made my heart pound like it would burst. They took us without asking, and I was powerless to stop them.
Afterwards, I felt hollow. My body was not my own, my mind crowded with shame, anger, and confusion. Sleep became impossible, and even being around my family felt like a risk. I feared the world, and sometimes even my own reflection.
It was not just the violence—they wanted to erase us, to make us invisible. I carry the memory like a wound that refuses to heal, a reminder of the helplessness and terror that was forced upon me. But even in that fear, I survived. I speak now because silence only protects the oppressors.",0,1
93,"'አብይ ቀጥቅጦ አሸንፎናል'' የትግራይን ጀኖሳይድ የፈፀመው ፋኖ እና ሻቢያ ነው'' የጠቅላይ ሚንስትሩ የምስራቅ አፍሪካ ጉዳዮች አማካሪ አቶ ጌታቸው ረዳ
ልጅ ሁኘ እልኸኛ ነበርኩ ሰውም ልምታህ ካለኝ ጭቅጭቅ ውስጥ ገብቼ ስስ ብልት ካገኘው ምናምን እልና ግን አንድ አንድ ጊዜ ደግሞ ማሰብ አለብህ መጀመሪያ ዙር ትሞክርና ከቀጠቀጠህ ትመክራለህ ከዚያ የሆነ ሰአት ላይ ገላጋይ ቢመጣ ጥሩ ነው። 
ነገር ግን እየወደክ እየተነሳህ አሁንም ካልጣልኩት የምትል ከሆነ ስህተት ነው፣ አዕምሮ የለህም ማለት ነው በማለት tplfን ወርፈዋል። ባለፈው ጦርነት የTplf አመራሮች አድስ አበባ እንገባለን በሚል illusion (ቅዠት) ነው ጦርነት የገባነው። 
አሁንም የህወሃት አመራሮች አድስ አበባ እንገባለን በሚል ጦርነት ለማስነሳት እየቆሰቁሱ ነው ግን አይቻልም አድስ አበባ በባቡር መምጣት ይችላሉ እንጅ በጦርነት ግን አይሆንም በማለት የጠቅላይ ሚንስትሩ የምስራቅ አፍሪካ ጉዳዮች አማካሪ አቶ ጌታቸው ረዳ በNBC ETHIOPIA ጣቢያ ጋር በነበራቸው ቆይታ ተናግረዋል። 
",0,1
94,"ፅንፈኛ ጉራጌዎች ከቤት አልባ ሰፋሪ ፋኖዎች ጋር በመሆን በጉራጌ ዞን ሰላማዊ ሰዎች ላይ የሚያደርሱት ጥቃት እንደቀጠለ ነው  በማዕከላዊ እትዮጵያ ጉራጌ ዞን አብሽጌ ወራዳ የኦሮሞ  ታወላጆች የለይቶ ማጥቃት ዘመቻ እንደቀጠለ ነዉ በቀን 12,5,2018 ዓ.ም. ድርባ ሀምዳየተባለ የ39 እድሜ ያለውን አንድ ኦሮሞ ከቤቱ ማታ 3 ሰዓት አከባብ አግተው ዉስደዉ  500,000 ብር ታቃብለዉ ሲያበቁ በህይወት እያለ ሁለት አይኑን አዉጥተዉ ገለዉ ጥለዉት ሄደዋል።
እንነዝህን ወንበዴ ያደራጀው የጉራጌ ዞን አብሽጌ ወረዳ አማራር የሆነዉ #አቶ_ካሡ_ጁሃር እና የወረዳው ሰለምና ፀጥታ ተብዬዉ #አቶ_ነጋ_አስፋዉ በህግ እንድጠያቁልን እንላለን
",0,1
95,"I want to be honest about my sexual life, because truth matters more than comfort.
I have been sexually active, and some of my choices were made without enough reflection or responsibility. At times, desire and emotion guided me more than values or long-term thinking. I recognize now that sexual decisions are not just private acts—they carry emotional, moral, and real-life consequences.
One of those consequences is that I am a father to a daughter. This reality has deeply changed how I see my past actions and my future responsibilities. Fatherhood has forced me to confront myself honestly and to grow beyond carelessness into accountability.
This confession is not meant to shock or excuse anything. It is simply the truth. I accept my past, I take responsibility for my actions, and I am committed to living with greater self-control, respect, and integrity going forward—both in my sexual life and in all relationships.
I believe honesty is the foundation of trust, and that is why I am sharing this.",1,1
96,"Deep down iam ashamed of my dad he just thinks over much what other people think of him like he could have changed his life and our family life but he was so naive he held a high position in a corporate campany that generated billions of revenue per year but he couldn't even change his cloths over the years he used to  say its because of you kids I couldn't change cloths but now I know its bulshit there was numerous opportunities created by his boss to change his life but he said no the story doesn't end here he and some firends start to build homes  even he couldn't finish a house he started  more than 15 years ago not because of money shortage just because he is waiting for his firend to come up with the money it's a home  that is going to collapse  most of  his firends and colleagues kids are abroad changing their life's. 
Any how iam not mad that he is not rich or iam not abroad iam mad because he lives to impress people rather than him ena fr what I learned live your life freely don't never think what others people thinks of you and ofcourse your worst enemies are your firends and family that want to always put you down they don't want your sucesss",1,1
97,"I'm a lost soul going through life like it's nothing, no purpose no passion, just mirroring what other people see fit. I don't know who i am, i don't understand myself and i don't understand who am i supposed to be. I'm a sinner, i tried to repent so many times, but i could never find a safe place, not even with my creator. For me, I'm the lowest of people, the dirtiest one, the one who pretends and lies and desicives. The one who pretends to laugh when the joke wasn't even funny, the one who pretends to be sad even though i feel nothing, all so people couldn't see through me. The coward lurking inside, the one afraid to face the light because she's scared of judgement. Of what people think. I tried to follow norms, i tried to talk to the right people, but nothing stuck. I could never feel any connection, i never committed. The only time i feel sth is when something is not favoring me, when someone sees the cracks through the mask. This is why i think I'm selfish, i only feel something only when it affects me and only me. I'm not empathetic, i don't even know how it works, i just learned to fake it bc that's what people like to see.
I'm jealous of alot of people. Their nature just mesmerises me. How easily they could talk to other people, how easily they could keep everything to themselves. I've always been sth in between, only because i wanted to please both parties. I never understood which one of them I'm supposed to be. In my eyes, I'm a nobody. No talent, not even an ounce. I have to work harder than everyone else just to keep up, just to keep hiding from myself. So many broken promises i made to myself, to change and be better, sometimes to get to imitate people better. Promise after promise, nothing stuck. I always went back, always. Went back to mirroring people, leeching off of their trust, chasing their validation, all so i couldn't face myself. This is why i hate myself, I'm a nobody pretending to be somebody because the truth of who i am scares me to death.",1,1
98,"I want to know if anyone here has an actual mental illness not you self-diagnosed people, because it honestly pisses me off how you throw around labels you don't understand. It's annoying. Back to my point, for those who are diagnosed and medicated, have any of you ever been on Risperidone? I’m literally lactating, which is insane, and it’s making me gain weight too. It barely helps, even though they upped my dosage. What meds are you guys on that actually work",1,1
99,በፋሽስቱ ስርዓት ሰላማዊ የትግል በሮች ከእነጭላጭላቸዉ ከተዘጉ በኋላ የአማራ ህዝብ ላለፉት ሁለት ዓመታት መራራ የትግል ፅዋን አየተጎነጨ የተጋረጠበትን የህልዉና አደጋ ለመቀልበስ፤የተጫነበትን የጭቆና ቀንበር ሰባብሮ ያነሳቸዉን ፍትሃዊ ጥያቄዎቹን በራሱ ክንድ ለመመለስ የአገዛዙን ዙፋን ጠባቂ ጦርና የትሮይ ፈረስ የሆነዉን የብአዴን ሃይል አከርካሪዉን በመስበር ከድል ወደ ድል እየተሸጋገረ ይገኛል።ድርጅታችን አፋህድ ከዉስጥ,1,1
100," A surgeon was discovered to be performing unnecessary operations on healthy patients just to bill insurance companies. He maimed dozens of people, leaving them with lifelong pain, all for the sake of a larger bonus.",0,1
101,"A group of teenagers filmed themselves torturing stray animals for ""likes"" on a private dark-web forum. Their lack of empathy and the graphic nature of their cruelty represented a profound sociopathic breakdown within the community.",0,1
102," A self-proclaimed ""prophet"" told his followers to stop taking their life-saving medications and instead give all their money to him for ""divine healing."" Dozens died while he used their life savings to buy a private jet, mocking their faith in private",0,1
103,"An influential columnist used his platform to spread lies about a specific ethnic group, claiming they were ""spreading diseases."" His articles incited a wave of street violence, proving how words can be used as weapons to promote forbidden ideologies.",0,1
104,"In a small town, there was a man who took pleasure in causing arguments. He would tell one friend a lie about another, fueling a fire of hatred. When the two friends eventually fought in the street, he would sit on his porch and laugh. He believed that peace was for the weak and that chaos was the only ""true"" way to live",1,1
105,"A judge accepted bribes from a notorious gang leader to release violent criminals back onto the streets. He knowingly allowed murderers to go free while sentencing innocent, poor defendants to maximum security. His courtroom was a factory of injustice fueled by greed.",0,1
106,"An agency promised young women high-paying jobs abroad, only to strip them of their passports and sell them into forced labor. The traffickers viewed human beings as ""disposable assets,"" ignoring the screams and pleas for mercy from their victims.",0,1
107,"A hacker specialized in ""swatting""—calling in fake bomb threats to the homes of people he disagreed with online. He enjoyed watching the terror of families being held at gunpoint by police on live streams. For him, the trauma of others was merely high-stakes entertainment.",0,1
108,"ፋርማሲስት የሆነ ግለሰብ ለከባድ ታካሚዎች የሚሰጡ መድኃኒቶችን በውሃና በዱቄት በመቀየር ይሸጥ ነበር። ሰዎች እየሞቱ እሱ ግን ""ትርፌን ካገኘሁ ምንም ግድ የለኝም"" ይላል",0,1
109,"ከክንድህ አፈንግጫለሁ በተግባር ከቤትህ 'ርቄ፣
በሀጥያት ተጎሳቁዬ ቆሽሼ በአለም ወድቄ፣
አትሁን ያልከኝን ስሆን አትስራ ላልከኝ ስተጋ፣
ጎንህን እንደ ለንጊኖስ አድፌ አንተን ስወጋ፣
መቅደስህ ውብ ሰውነቴን በእርኩሰት እቆሽሻለሁ፣
በእናትህ እቀፈኝ ጌታ ካቀፍከኝ እመለሳለሁ።
ለበደልኩህ በደል ላደረስኩብህ ግፍ፣
በምህረት ካልመጣሁ ከላይ መቅሰፍት አርግፍ፣
አንደበቴን ዝጋው ቅስሜንም ሰባብረው፣
ሃሳቤን አጨልም እውቀቴን ቅበረው።
መዝለሌን ግታልኝ ለሀጥያት ምርኮ፣
አቅሜን አንበርክከው ለክርብርህ አምልኮ፣
የአለም ጉልበቴን በሽንፈቴ ተካ፣
አለምን ልናቃት በስምህ ልመካ፣
ሰው አርገኝ ጌታዬ ልጅህን አትርፈኝ፣
አምላኬ በድንግል በእናትህ እቀፈኝ፣",1,1
110,"እኔ አላውቀም የሚባል ፀሎት እንዳለ  በቃ ዝም ብላችሁ ቤተ ክርስትያን  ሂዱና እኔ አላውቅም  ምን እንደምፈልግ እኔ አላውቅም ምን እየተፈጠረ እንደሆነ  እኔ አላውቅም  እንዴት እንደማልፈው  ነገር ግን አንተ ሁሉን ታውቃለህ...
ጌታ ሆይ አንተ ሁሉን ታውቃለህ እንደምወድክ ታውቃለህ እንደምጠብቅክ ታውቃለህ.",1,1
111,"እንደ ማይመጣ እንደ ቀረ እኮ ታውቃለች። ግን ትጠብቀዋች ለምን?? ታፈቅረዋለች። በገዛ ውሸቷ : በይመጣል ተስፋ : ልቧን እየሸነገለች በፅናት ትጠብቀዋለች
ምክንያቱም ስናፈቅር እንደማይቀየር እርግጠኛ የሆንበትን ነገር ሳይቀር : ልቀየር ይችላል ብለን : ተስፋ እናደርጋለን። አዎ ስናፈቅር ፡ አብቅቷል : በቃ አለቀ : አከተመ ፡ ተዘጋ ባልነው ጉዳይ ላይ እንኳን : በምናልባት ስስ ተስፋ እናሳድራለን። እናም ይሄ አጉል የምኞታችን የወለደው ባዶ ተስፋ ቀን በቀን ውስጣችንን እየገደለብን ስሄድ እንኳን ልብ እስከማንል ድረስ በፍቅር እንታወራለን",1,1
112,"በአንድ ትልቅ ሆስፒታል ውስጥ የሚሰራ ሀኪም፣ ታካሚዎችን የሚቀበለው እንደ ብሄራቸው ማንነት ነበር። የእርሱ ወገን ያልሆኑትን ""ቆሻሻዎች"" እያለ በመስደብ ህክምና ይከለክላቸው ነበር። ይህ ዶክተር በህክምና ሙያው ሳይሆን በከፋ ዘረኝነቱ የታወቀ ሲሆን፣ በሰው ህይወት ላይ ሲቀልድ ደስታ ይሰማው ነበር",0,1
113," በአንድ ድርጅት ውስጥ ስራ አስኪያጁ በሴት ሰራተኞች ላይ ተገቢ ያልሆነ ንግግርና የትንኮሳ ድርጊት ይፈጽም ነበር። ስልጣኑን ተጠቅሞ ""ለማንም ብትናገሩ ከስራ ትባረራላችሁ"" በማለት ያስፈራራቸዋል። ይህ የባህሪ ብልሽት በብዙዎች ህይወት ላይ ጠባሳ ጥሎ ያለፈ ቢሆንም፣ በወቅቱ ማንም ሊቃወመው አልደፈረም ነበር",0,1
114," አንዲት ሴት በገንዘብ ተደልላ በአንድ ንጹህ ሰው ላይ ""ደፍሮኛል"" የሚል የሀሰት ክስ መሰረተች። ፍርድ ቤት ቀርባም ያለ ምንም ይርገበገብ በመማል ንጹሁ ሰው እድሜ ልኩን እንዲታሰር አደረገች። ይህ በፍትህ ስርአት ውስጥ ያለ ትልቅ ነውርና የሰውነት ክሽፈት ነው",0,1
115,አንቺ ከምታስቢው በላይ ደጋግሜ እረግሜሻለው…እረግሞኛል ብለሽ ካሰብሺው በላይ…ቤተ-ክርስትያን ፊት ቆሜም ሳይቀር እረግሜሻለው… ድ ፋ ል ኝ ብዬዋለው…ግን እርግማኔ አልሰራም…እንደለመንኩት ቢደፋሽስ ብዬ ስስቼስ ከልቤ ስላለመንኩት ይሆን…እርግማኔ ከልቤስ ስላልሆነ ይሆን…ግን ምንስ ልብ አለኝ እድሜ ለአንቺ ልብ አልባ አድርገሺኛል…ግን ቢደፋሽ ውስጤ ነው,0,1
116,"Isn't it funny how we call it ""preference"" only when it's convenient? Society equates height with masculinity; thus, short men are quickly dismissed before their character is even noticed. Skinny men who don't fit into the macho template are quickly labeled unattractive.
We clearly recognize this logic in the case of colorism: a preference for lighter skin over dark skin is rightly called bias. But if men get excluded based on height or body type, well, that's ""just a preference.""
It isn't about one's preferences. Where there is a problem is when it becomes a rigid rule that excludes other people based on traits they cannot change. Then, if we must be honest, that is no longer preference; it's bias.",1,1
117,"I grew up with my grandmother She raised me
I lost my mother when I was a kid so my grandmother became everything to me
After 11th grade I moved to live with my father and my stepmother
That is when my life started falling apart
That house never felt like home
My stepmother made my life hell
I stayed inside all the time
I took care of my little brother and sister
I did everything while carrying pain I never talked about
The only thing that kept me alive was one thought
Pass matric
Join university
Get out of that house
My father knew everything
He saw everything
He heard everything
But he chose silence
That silence broke me
It made me feel like I did not exist
I had no one
I had no friend
Still I pushed myself
I passed
I joined university
For the first time I felt peace
After freshman year I came back home
And everything collapsed again
I tried to continue college
But stress destroyed me
I failed badly
I dropped out
I am 22 now
People used to say I was a handsome guy
Now I am already bald at this age 
I do not sleep
My mind never rests
Sometimes I ask myself
Why did I deserve this much pain
I am not writing this for sympathy
I just needed to say it somewhere",0,1
118,"ውሻና የሚያናፋው አህያ 
በአንድ ወቅት አህያና ውሻ አብረው ይኖሩ ነበር፡፡ታዲያ አንድ ቀን አህያው ውሻውን እንዲህ አለው፡፡ “ ሁሉንም ነገር ይጭኑብኛል፡፡ ከባድ ዕቃዎችን ጭምር ሲጭኑኝ የተሸከምኩላቸውን ጭነት እንኳን አያስበሉኝም፡፡ 
አንተም ብትሆን ቤታቸውን ሌት ተቀን እየጠበክ ከጥቂት አጥንቶች በስተቀር ምንም አይሰጡህም፡፡ ታዲያ ለምድነው ከዚህ ክፉ ጌታችን ጠፍተን ከሌላ ጌታ ዘንድ የማንኖረው ?”አለው
ውሻውም ተስማማ እናም ተያይዘው ጠፉ፡፡በመንገዳቸውም ላይ ለምለም ሣርና ውሃ አገኙ፡፡ ውሻው ተኝቶ ሣለ አህያው መብላትና መጠጣት ጀመረ፡፡
አህያው ከጠገበ በኋላ ውሻውን “ በዚህ ደስ የሚል ጫካ ውስጥ እባክህ አንድ ጊዜ ላናፋ፡፡ ” ብሎ አማከረው፡፡ 
“ እባክህ እኔ ፈርቻለሁ፤ አትጩህ፡፡ እኔም ከአደጋ አላድንህም፡፡ ”ቢለው
“ እባክህ አልቻልኩም ” አል ከዚያም አህያው ማናፋት ጀመረ፡፡
ጅብም ድምፁን ከሩቅ ሰምቶ የድምፁን አቅጣጫ ያፈላልግ ጀመር፡፡ አህያው አሁንም ሣሩን ጋጥ ጋጥ አድርጎ 
“ እባክህ ልጩህ ” አለ፡፡
ውሻውም “ የመጀመሪያው ጩኸትህ ያለህበትን ለጅቡ ይጠቁማል እንደገና ከጮህክ ጅቡ ያገኘናልና እባክህ ይቅርብህ፡፡ ”ቢለው
“ አልችልም፣ አልችልም ሆዴ በጣም ስለጠገበ ማናፋት አለብኝ አለበለዚያ ደስተኛ አልሆንም፡፡ ” ሲለው ውሻውም 
“ እንግዲያው ግፋበት፡፡ ” አለው እናም አህያው ለሁለተኛ ጊዜ ሲያናፋ ጅቡ መጥቶ
“ እዚህ ነው እንዴ ያለኽው ? እዚህ መገኘት አልነበረብህም፡፡""  ብሎት አህያውን ገደለው፡፡ጅቡም የቻለውን ያህል ከበላ በኋላ የተኛውን ውሻ አይቶ 
“ አንተስ ? ምን እያደረግክ ነው ?” አለው፡፡ውሻውም ስለጉዟቸውና ከጌታቸው ጠፍተው እየሄዱ መሆኑን ለጅቡ ነገረው፡፡ጅቡም “ ያንተ ሥራ ምንድነው ?” አለው፡፡ 
“ የጌታዬን ላሞች መጠበቅ፡፡ ”“ ታዲያ አሁን ምን ልታደርግ መጣህ ?” አለው ጅቡ፡፡
“ጌታዬ ያንገላታኛል፤ በቂ ምግብም አይሰጠኝም፡፡ ስለዚህ ከአህያው ጋር ተመካከረን ጥሩ ጌታ እናገኛለን ብለን ወደዚህ መጣን፡፡” አለው፡፡
ጅቡም “እንግዲያው የቀረውን ሥጋ ጠብቅልኝ፡፡'' ብሎ ዞር ዞር ብሎ ሲመለስ ውሻው የጠበቀውን ሥጋ አስረከበው፡፡ የአህያው ልብ ግን አልነበረም፡፡
""ልቡ የታለ?” ብሎ ጅቡ ቢጠይቅ ውሻው ""ጌታዬ ሆይ አህያው፣ ልብ የለውም :: ከተወለደ ጀምሮ ልብ ኖሮት አያውቅም፡፡ ጅልና ደካማ ነበር፡፡ ልብ ቢኖረውማ ባላናፋ ነበር፡፡” አለው ይባላል፡፡
",0,1
119,"ከእለታት ባንድ ቀን ቀበሮ ወደ አንድ መንደር ሲገባ ከዶሮ ጋር ተገናኙ። ቀበሮውም
«የአባትህ ድምፅ በጣም ደስ ይለኝ ነበር» አለው። ዶሮም 
«የኔም ድምፅ እኮ እንደ አባቴ ነው» በማለት መለሰ። ቀበሮውም 
«እንደዛ ከሆነማ እባክህ ልታሰማኝ ትችላለህ ??» በማለት ተማጸነው። ዶሮው 
«ምን ችግርአለው !» በማለት ጩኸቱን ለማሰማት ዓይኑን ሲጨፍን ቀበሮው ይዞት ተፈተለከ። 
ውሾች ሁሉ ዶሮውን ከቀበሮው አፍ ለማስጣል እየጮኹ እግር በእግር ተከታተሉት። 
ዶሮው ለቀበሮው 
«ከውሾቹ ለመዳን ከፈለግክ ዶሮው የእናንተ ሰፈር አይደለም !!» በላቸው አለው። 
ቀበሮውም የተባለውን ለመናገር ሲሞክር ዶሮው ከአፉ አመለጠው።
ቀበሮውም በፀፀት ተውጦ 
«ዝም ማለት ሲገባው የተናገረው አፍ ይረገም ፤ ይኮነን» አለ።
ዶሮም በበኩሉ 
«መንቃት ሲገባው የተጨፈነ አይን ይረገም ይኮነን » አለ ይባላል።",1,1
120,"ውሸትና መዘዙ
ከዕለታት አንድ ቀን  መርከበኞች  አነስተኛ መርከባቸውን ይዘው ወደ ሩቅ ቦታ ለስራ ለመሄድ ወደ ባሕር ሄዱ። 
ከመካከላቸው አንዱ መርከበኛም የቤት እንስሳውን ዝንጀሮ ለረጅም ጉዞ አብሮት እንዲሄድ ይዞት መጣ። 
በባህሩ ላይ ርቀው እየተጓዙ እያለ በድንገት ኃይለኛ አውሎ ነፋስ ተነስቶ መርከባቸውን ገለበጠው። 
ሁሉም ሰው ወደ ባህር ውስጥ ወደቀ,
ዝንጀሮውም ጭምር ። መርከበኞቹ በመዋኘት ብቃታቸው ትንሿን መርከብ መልሰው ለማስተካከልና ራሳቸውን ለማዳን ሲፍጨረጨሩ ዝንጆሮውን በፍፁም እረሱት።
ዝንጀሮው እንደሚሰምጥ እርግጠኛ ነበር። 
ድንገት ግን አንድ ዶልፊን ብቅ አለና በጀርባው ላይ አነሳው።
ብዙም ሳይቆይ ወደ ደሴቱ ( ደረቅ ስፍራ)ደረሱ እና ዝንጀሮው ከ የዶልፊኑ ጀርባ ወረደ ዶልፊኑም ጦጣውን
“ይህን ቦታ ታውቀዋለህ?” ሲል ጠየቀው። 
ጦጣውም 
“አዎ፣ አውቀዋለሁ። እንደውም የደሴቱ ንጉስ የኔ ምርጥ ጓደኛ ነው።"" ሲል ዋሸ ቀጠለናም 
""ለመሆኑ እኔ ልዑል መሆኔን ታውቃለህ?” ብሎ ጠየቀው 
ዶልፊኑ ግን በደሴቲቱ ላይ ማንም እንደማይኖር ያውቅ ስለነበረ የዝንጀሮው ውሸት ገረመው
“እሺ፣ ደህና፣ ስለዚህ አንተ ልዑል ነህ! 
አሁን አንተ ንጉስ መሆን ትችላለህ!""አለው 
ጦጣውም “እንዴት ንጉስ እሆናለሁ?” ሲል ጠየቀ። 
ዶልፊኑም ራቅ ብሎ መዋኘት እየጀመረ፣ “ያ ቀላል ነው።  ደሴቱ ላይ ያለኽው ብቸኛ ፍጡር አንተ ብቻ  ስለሆንክ ንጉስ መሆን ትችላለህ "" ብሎ ጥሎት ሄደ
ዝንጀሮው በጣም ደነገጠ ማንም የማይኖርበት ቦታ ዶልፊኑ እንዳመጣው ባወቀ ግዜ ተጨነቀ ። እራሱን ልዑል ነኝ ማለቱም አሳፈረው።
ዳግም ዶልፊኑን አግኝቶ እንዳይለምነው ዶልፊኑ ከዛን ጊዜ በኋላ መጥቶ 
አያውቅም ።
በውሸቱ የተነሳ ማንም የማይኖርበት ቦታ ብቸኛ ሆኖ ለመኖር ተገደደ ።  ይባላል",1,1
121,"ሰማያዊው ቀበሮ
በአንድ ወቅት ብዙ ጊዜ ምግብ ፍለጋ ወደ መንደሩ የሚሄድ  ቀበሮ ነበር። 
መንደሩ ደግሞ ቀበሮውን በሚያስደነግጡና  በሚያስፈሩ ውሾች የተሞላ ነው። 
ቀበሮው ውሾቹን ቢፈራም  ምግብን ይፈልግና ይወድ ስለነበር ወደ ከተማው ደጋግሞ ይጓዛል።
ከእለታት አንድ ቀን ወደ አንድ ቤት ሊገባ ሲል የውሾችን ጩኽት ሰማ። 
ዞሮ ሲመለከት እሱ ወዳለበት የሚሮጡ የውሻ ቡድን ሲያይ ደነገጠ። 
በድንጋጤና በፍርሀት ሮጦ ፊት ለፊቱ ካለ ገንዳ ዘሎ ገባ። ለካንስ ገንዳው በሰማያዊ ቀለም የተሞላ ነው ።  
ውሾቹ ሊያዩት አልቻሉም እና በሌላ መንገድ ሮጡ ቀበሮውም ከገንዳው በመውጣት ራሱን ሲመለከት ከራስ እስከ እግር ጥፍሩ ድረስ ሙሉ በሙሉ ሰማያዊ መሆኑን አየ። 
ከእንስሳት ሁሉ እንደተለየ ባየ ጊዜ 
ቀበሮውን ማንም ሊያውቀው ስለማይችል በጫካ ውስጥ ያለ ማንንም እንሳት በቀላሉ ሊያታልል እንደሚችል ባወቀ ጊዜ በጣም ተደሰተ።
እሱ እንዳሰበው ሁሉ በጫካ ውስጥ ያሉ ሁሉም እንስሳት እንደዚህ ያለ ያልተለመደ እንስሳ ሲያዩ ተገረሙ።
ትንንሾቹ እንስሳት፣ አንበሳውና ነብር ሁሉም ማን እንደሆነና ማን እንደላከው ጠየቁት። እሱም እንዲህ ብሎ መለሰላቸው ።
“እኔ እናንተን እንድጠብቅ  ሩቅ ሀገር ካለ ንጉስ  ተልኬ ነው የመጣሁት ስለዚህ ከዚህ በኋላ የጫካው ንጉስ እሆናለሁ” አለ 
በዚህ ግዜ አንበሳው 
"" ሁሌም የጫካ ንጉስ እኔ ነበርኩ ሲል ተቃወመ።"" ቀበሮውም
""ከአሁን ጀምሮ ያ መለወጥ አለበት እና ሁላችሁም እኔን ማገልገል አለባችሁ"" አለ
እንደ ነብር ያሉ አንዳንድ እንስሳት እሱን ካልታዘዙ ምን እንደሚፈጠር ጠየቁት። ቀበሮውም
"" የላከኝ ንጉሥ ራሱ በመምጣት ጫካውን ያጠፋዋል"" ብሎ መለሰ።
እንስሳቱ ለህይወታቸው እና ለጫካቸው በመፍራት ሰማያዊውን ቀበሮ ምን እንዲያደርጉ እንደሚፈልግ ጠየቁት።
“ብዙ ምግብ አምጡልኝ” አለ ሰማያዊው ቀበሮ ወዲያው እንስሳቱ በፍጥነት በመሄድ ለቀበሮው ብዙ ምግብ ይዘው ተመለሱ።
በጣም ብዙ ምግብ ስለነበረው የተረፈውን ለሌሎቹ እንስሳት ሰጠ እና በየቀኑ ትኩስ ምግብ እንዲያቀርቡለት ነገራቸው።
አንድ ቀን ማንነቱን ሊያውቁ እንደሚችሉ ስለሚያውቅ ለብቻው የሚያድርበትን ጥሩ ቦታ አመቻቸ።
ሰማያዊው ቀበሮ ጫካውን በሙሉ በማታለሉ እና ከሚያሯሩጡት የከተማ ውሾች በመራቁ ደስተኛ ሆነ።
አንድ ቀን በቀበሮው ማደሪያ አከባቢ ብዙ ቀበሮዎች ጫካውን እየዞሩ ጮክ ብለው ይጮኻሉ። 
ሰማያዊው ቀበሮውም  ከልማዱ የተነሳ እንደነሱ መጮህ ጀመረ።",1,1
